,0,1
0,-27.454813421563877,4.119917022590357
1,13.102131705701405,11.796870292811263
2,-51.31975390473172,-12.32739880030662
3,-30.235975300011614,-6.417338032527193
4,1.5919967512497653,-69.34651065893014
5,-22.39982717108618,-2.2537852322628327
6,9.271245092075315,24.390040507155973
7,42.34605842617018,-17.88147803978993
8,30.52257722453139,-11.091556089539674
9,1.8345864223481894,17.333035067460163
10,15.486468751963624,-22.484844065073393
11,-10.158227902910097,3.3317437119227353
12,44.54389996128924,54.10835436197179
13,93.95172996929212,62.478034219639675
14,32.24643493858184,-37.35166552928361
15,-0.2817320282766971,-2.134900593690631
16,25.145335960009934,-1.9721814059667915
17,-0.5310889635248535,-14.117293932757839
18,-35.22453247513957,-7.157039411266121
19,0.02285057692036241,42.612289952628046
20,24.80232255607334,-20.350012844706843
21,-50.971243876029185,-25.668640673197967
22,-50.865530329408756,-28.294264957194628
23,-6.717420088142807,-12.034667063986067
24,23.66890689987203,41.21207802113454
25,0.37460126614593997,10.013442944203934
26,-53.450315883584004,-34.16462391187022
27,27.375022978449064,-4.96098456292955
28,35.26683103549569,33.81416288361816
29,61.36997266027686,-5.540654594956548
30,22.029172907108432,-44.81345573323471
31,-1.5182254963804103,-42.62087013100051
32,29.955822483337435,37.29614125487468
33,-26.389148610943305,72.05408480845061
34,-39.50568716785282,23.157952484976366
35,20.4549636791147,-35.88186134952054
36,17.729517347925206,-4.944308637284606
37,9.183797118692679,-37.00229541460381
38,-20.34133758794703,9.731009497155382
39,47.78060015700505,-62.68413190208341
40,-45.40546996671883,42.447548345421886
41,-41.30063050511432,-9.437426067894691
42,34.96900912481973,26.337977639364954
43,-8.490437296933392,-50.124444352666416
44,-9.436110225115298,12.228351904666578
45,42.11205121307066,-2.2589078392416067
46,-20.586220216185296,20.68587063354473
47,-10.08184066925647,38.55946756408161
48,65.25358392097203,-22.85115443966852
49,-22.14000683533186,-25.57929259384125
50,27.66576077584951,6.8108554568601525
51,-5.578684942386064,32.1188409943189
52,28.622527633206094,-21.25638632722864
53,12.625558802103301,35.59442666479954
54,68.39691643111553,-2.0695407074681373
55,-14.564150135958373,9.8158190795383
56,-9.685057930803804,-14.19248592848199
57,52.020672354126006,21.853469232041732
58,23.48228404556442,30.225672915878835
59,87.44595162863034,-10.278725984626188
60,37.55127331248457,-12.1084234909756
61,36.99933543405165,16.06861178049468
62,11.596970104747726,-43.1197927747141
63,5.7241097589307675,40.237690626276
64,-36.42062447506369,-5.21602017340354
65,3.1032618856710434,15.900751170024897
66,-34.69755704294115,83.78813382540974
